x,y
31.065543008782726,25.657434414892048
19.82230734,22.817278803318608
34.425147585432136,28.33902587789748
26.47735764383464,25.6321899577012
24.97041684531288,35.385636982101474
31.97832553513967,21.425011843125176
31.58581275946264,22.6377602
25.411923603880624,27.98195906849949
27.255697383582977,39.67427700138954
18.901103921933522,30.71549739361815
33.84570629733569,30.12914666030588
34.198995650703786,23.09390459489332
31.81435030017264,34.30613380028895
23.46952122524347,38.73563254582183
25.945091572224285,37.44949545351871
27.43317009498961,34.84568149416961
30.915178044834892,34.29056741
30.11316831023677,25.106393549401872
33.35105710039766,31.3311595979745
22.59616848354905,33.665466370933544
26.55238466325733,27.18088940248576
25.97784071700619,41.8339222047301
29.07054685441704,30.563280958070226
30.733588877663703,33.28973193276245
33.53039727059288,30.09634040981022
25.154974719236744,17.89554694573985
31.27828671647998,25.09038842613381
19.02565805509712,27.79141092417313
27.421020254177424,35.03280449933382
33.99785112084135,29.58450302266545
26.11434478950974,27.906603407556208
29.90068178186708,30.3825655429916
32.381715721494594,27.758879015721153
32.59360276316761,23.13532576448631
31.39126956237075,21.410721108959507
26.54311537334473,29.239999111592898
29.055795810470496,31.70209027
24.549218174704016,42.498005741854165
32.03974809645333,31.14217909718039
34.94491228231795,29.799108641331795
28.873715103318258,25.865166466800833
25.009968843420136,30.61694636410813
28.04420090145184,33.66515873281142
20.66462971038593,23.700564616078864
30.68969307500296,18.593649351145864
24.52335642621262,35.242326174005726
27.963189096286506,36.99026886
27.912941900547175,30.487880755630393
32.20977525823785,20.73214000443898
29.74214279525558,29.618958914354742
31.320835708182464,40.60917376814683
20.93505897967229,17.9344154
21.9030075838163,17.349079969061194
26.60105045,28.469244960806822
25.5012179305012,27.794578351237234
26.577125714903275,21.17942531281007
31.10609255240338,22.385862577598466
28.34318658320104,31.6957386
30.58070353447566,25.39272909659772
34.75146679990896,22.694194907986738
23.4284200291528,37.26853340186594
27.53021363662968,28.953767124198
28.82841946728765,30.00802537627616
26.50364461,33.302109687129516
33.1878275250122,29.716075353756203
17.844808574463883,33.32192380101992
34.88418419669537,29.50878040126408
23.67519131,41.258510748954
29.201757602257548,25.602788922547933
30.66567735060144,31.072752716531163
25.25892748344144,28.75505983843608
30.51039994568958,25.10247505097724
30.553249136505325,26.40506995095014
30.38333423547904,22.81839054
23.707684018437124,28.68390704091426
35.55656298549992,29.76148426662358
29.220716971829653,29.19620362571149
24.569782396293267,31.5496306833736
31.499700444058924,30.61981767153562
29.34232405,25.250547053458742
30.046226632883496,25.1568979
18.2047535302513,23.81731470851562
28.82008305516753,18.66416144376739
28.19609280884423,40.761756945524624
29.57515231030102,29.885304015804014
26.57597263425135,26.8950324782235
31.76644868634264,19.83508753336084
30.07276405973384,37.00990004106438
29.351091893291283,25.67810562702025
33.17823723710577,28.30633805946643
28.655251731625327,30.89057923931928
25.02007333128647,34.437604557928445
22.426151140770195,23.0975838706683
26.041466439416027,35.24718307301744
32.1806151793681,29.10417464307201
27.62749985505374,35.563510695257776
25.8079199565737,27.406818905799277
30.27755038394946,25.56267358242684
21.723106285812,17.309524945070464
25.67513060562774,27.07745576559836
29.66121491151662,31.398184776070515
31.75046024,31.599641894743144
30.643172092764047,25.696665627602545
27.456068833338577,42.19307928408306
30.95616136487552,18.999090455713706
34.407507929741435,28.575883294023015
24.097666338133966,37.21956985220443
26.518347052669764,33.74574474299944
34.2519253743041,29.494149940275744
21.67091415284632,18.15870576169012
32.81909681709299,30.70557826229792
20.21878655698862,26.31990356683838
26.508233834980203,28.59960414809132
30.85887112305318,34.10971545390586
25.98784982,28.2158739764373
26.20874627844391,24.523506854180862
30.696581281826354,33.902415693664324
19.24915622918167,26.98017885041204
29.705407358860526,23.139138875077567
29.56709292848908,19.88480011196075
27.59616831481623,35.06214648645377
24.47556014248838,34.15189008676444
25.73543995639378,33.34725438435274
29.96086691,29.618503436964318
19.75882771425304,25.03243482532009
29.86089875,25.57231909150313
24.043877187915513,39.6593749047333
26.62911920384218,29.03397975851604
30.619754171915048,33.64504698
30.84157306084018,25.57945079
29.029219319067945,30.46339520027958
28.944642729747468,30.023948567234335
31.64980794508355,29.92471514472834
34.291682461543935,27.3733829
31.24174586541313,26.195724154653757
24.451694848406095,30.79575463
17.65195646550586,35.77388501503744
36.35637816705702,29.658508095166862
19.17301154,27.62206104497179
33.58892738440717,31.34359900084443
32.2005077978719,30.81651104777528
26.58462505126011,30.87450002382401
31.845521372301,31.19474777367892
24.385014271959005,27.13690441012647
33.66917394785802,19.913189773736608
26.48402904713697,28.00797479137357
32.70288591042611,21.0323178267917
33.15538715055431,29.840484406240183
27.239136929690908,30.573371453487816
35.448794746871265,22.73059486180969
30.776944995242754,24.713684992058607
31.93146993,40.38514332352763
25.966517083376733,25.46973580565964
27.37716135825239,25.446848882350555
31.95269383478323,19.290261194529418
24.081858720934953,27.488033650928447
19.1730463091099,35.41175298058195
27.14015950734075,41.88985993881073
24.2330558323876,34.66847095015737
29.30753824824638,29.61723050745548
31.16587671632558,32.84750716
24.31276596933688,35.29548086322457
25.8032869092259,31.03443299
24.08837575105195,26.7301676123858
26.414652021658,42.90277490667809
28.57006741,39.77559763498883
31.49094158236587,21.61970930377382
28.66241178,18.755196833188492
32.27599572528751,30.779862630626404
33.67906153412698,19.638061653919326
28.24486912489718,22.97093532734724
24.43089682542403,27.85052415825479
24.31508644,16.138149690256313
22.672656862187985,31.21645326200086
28.04378068009032,22.11215658
27.23313139146312,18.51506457140604
32.7867077927943,35.64794913
27.782861526654273,17.08530676158912
21.61375648383058,29.47840443023387
34.45340721617854,22.283188761623645
