,F-score,feature,type
0,0.992456262482657,Clump Thickness,Original
1,2.0784080573443307,Uniformity of Cell Size,Original
2,1.9161834830915643,Uniformity of Cell Shape,Original
3,0.8405709971080896,Marginal Adhesion,Original
4,0.8361896815995288,Single Epithelial Cell Size,Original
5,1.8534793342968627,Bare Nuclei,Original
6,1.4604366291375561,Bland Chromatin,Original
7,0.8574321779120675,Normal Nucleoli,Original
8,0.17876028808048602,Mitoses,Original
9,0.40950824155892224,Clump Thickness,Synthpop
10,1.6333252606685478,Uniformity of Cell Size,Synthpop
11,1.3175223047871083,Uniformity of Cell Shape,Synthpop
12,0.8510985409767793,Marginal Adhesion,Synthpop
13,0.8611223585801646,Single Epithelial Cell Size,Synthpop
14,1.829931352543064,Bare Nuclei,Synthpop
15,1.016627294205084,Bland Chromatin,Synthpop
16,0.7370324257683696,Normal Nucleoli,Synthpop
17,0.1845680058204262,Mitoses,Synthpop
18,1.130239008229054,Clump Thickness,Original
19,1.9006181014849823,Uniformity of Cell Size,Original
20,1.9056602839622891,Uniformity of Cell Shape,Original
21,0.8513566406946858,Marginal Adhesion,Original
22,0.8396151715778841,Single Epithelial Cell Size,Original
23,2.0107803102684763,Bare Nuclei,Original
24,1.1860808241549463,Bland Chromatin,Original
25,0.9422385961878738,Normal Nucleoli,Original
26,0.18405359997427367,Mitoses,Original
27,0.44870705817267165,Clump Thickness,Synthpop
28,1.5135321857697939,Uniformity of Cell Size,Synthpop
29,1.2431516714352882,Uniformity of Cell Shape,Synthpop
30,0.8295981107350201,Marginal Adhesion,Synthpop
31,0.856603069333994,Single Epithelial Cell Size,Synthpop
32,1.75685510606149,Bare Nuclei,Synthpop
33,1.0713626947204211,Bland Chromatin,Synthpop
34,0.7030531768194347,Normal Nucleoli,Synthpop
35,0.16722510153421183,Mitoses,Synthpop
36,1.0640953799034032,Clump Thickness,Original
37,1.99847241254104,Uniformity of Cell Size,Original
38,2.0634224725901054,Uniformity of Cell Shape,Original
39,0.8603887911322903,Marginal Adhesion,Original
40,0.9100956560455821,Single Epithelial Cell Size,Original
41,2.0030490138665042,Bare Nuclei,Original
42,1.3600823007051532,Bland Chromatin,Original
43,0.9750738588620096,Normal Nucleoli,Original
44,0.1744359206950663,Mitoses,Original
45,0.42444869724493184,Clump Thickness,Synthpop
46,1.6806698075603836,Uniformity of Cell Size,Synthpop
47,1.5661762018828096,Uniformity of Cell Shape,Synthpop
48,0.9098204553747069,Marginal Adhesion,Synthpop
49,0.8640771050366791,Single Epithelial Cell Size,Synthpop
50,1.6968847322006313,Bare Nuclei,Synthpop
51,1.1793576304044873,Bland Chromatin,Synthpop
52,0.8741405159207523,Normal Nucleoli,Synthpop
53,0.20107123238343344,Mitoses,Synthpop
54,1.1481119060296787,Clump Thickness,Original
55,1.9412915821702756,Uniformity of Cell Size,Original
56,1.8481082462455045,Uniformity of Cell Shape,Original
57,0.8685965407282167,Marginal Adhesion,Original
58,0.7837239028922267,Single Epithelial Cell Size,Original
59,1.8172144492687627,Bare Nuclei,Original
60,1.309516756412059,Bland Chromatin,Original
61,0.9380778342771267,Normal Nucleoli,Original
62,0.17255273818778133,Mitoses,Original
63,0.3744433493371436,Clump Thickness,Synthpop
64,1.6384602594409732,Uniformity of Cell Size,Synthpop
65,1.3252011298949535,Uniformity of Cell Shape,Synthpop
66,0.8623164993603332,Marginal Adhesion,Synthpop
67,0.8573497163052053,Single Epithelial Cell Size,Synthpop
68,1.9140936163198496,Bare Nuclei,Synthpop
69,0.9747059639503394,Bland Chromatin,Synthpop
70,0.7196408903749426,Normal Nucleoli,Synthpop
71,0.166042818172573,Mitoses,Synthpop
72,1.1355538163324348,Clump Thickness,Original
73,2.043769768784384,Uniformity of Cell Size,Original
74,1.9345511348230198,Uniformity of Cell Shape,Original
75,0.9312689016426611,Marginal Adhesion,Original
76,0.9329781423816131,Single Epithelial Cell Size,Original
77,2.01050510194185,Bare Nuclei,Original
78,1.331694686928655,Bland Chromatin,Original
79,1.024388117926912,Normal Nucleoli,Original
80,0.22145381152606644,Mitoses,Original
81,0.4151678470828405,Clump Thickness,Synthpop
82,1.7934685828336943,Uniformity of Cell Size,Synthpop
83,1.5012585872421886,Uniformity of Cell Shape,Synthpop
84,0.9357603408007586,Marginal Adhesion,Synthpop
85,0.9245280754759033,Single Epithelial Cell Size,Synthpop
86,1.7978078386168046,Bare Nuclei,Synthpop
87,1.1430350001108878,Bland Chromatin,Synthpop
88,0.7817189622281425,Normal Nucleoli,Synthpop
89,0.19645396416610975,Mitoses,Synthpop
90,1.09840071130604,Clump Thickness,Original
91,1.8611669065537513,Uniformity of Cell Size,Original
92,1.9153260000450172,Uniformity of Cell Shape,Original
93,0.8068436548206513,Marginal Adhesion,Original
94,0.795522958880717,Single Epithelial Cell Size,Original
95,2.144639558010173,Bare Nuclei,Original
96,1.3207560853201292,Bland Chromatin,Original
97,0.8190747088442144,Normal Nucleoli,Original
98,0.17005519360596327,Mitoses,Original
99,0.4222622998759283,Clump Thickness,Synthpop
100,1.7358576935511312,Uniformity of Cell Size,Synthpop
101,1.4858537173545425,Uniformity of Cell Shape,Synthpop
102,0.8892469097021384,Marginal Adhesion,Synthpop
103,0.9087889047607338,Single Epithelial Cell Size,Synthpop
104,1.6541343159840658,Bare Nuclei,Synthpop
105,0.9053019340918823,Bland Chromatin,Synthpop
106,0.7989951652187258,Normal Nucleoli,Synthpop
107,0.15601672177347933,Mitoses,Synthpop
108,1.154931325022255,Clump Thickness,Original
109,1.9401341387118922,Uniformity of Cell Size,Original
110,1.9786279802956954,Uniformity of Cell Shape,Original
111,0.9231430243054727,Marginal Adhesion,Original
112,0.8594748565974374,Single Epithelial Cell Size,Original
113,2.072233653565386,Bare Nuclei,Original
114,1.5343899470125448,Bland Chromatin,Original
115,1.007164263230203,Normal Nucleoli,Original
116,0.17696166539082211,Mitoses,Original
117,0.34703721475006083,Clump Thickness,Synthpop
118,1.558781030490072,Uniformity of Cell Size,Synthpop
119,1.3058722303403838,Uniformity of Cell Shape,Synthpop
120,0.8009257045541979,Marginal Adhesion,Synthpop
121,0.9425889714695554,Single Epithelial Cell Size,Synthpop
122,1.8654270967001234,Bare Nuclei,Synthpop
123,0.9645681621090824,Bland Chromatin,Synthpop
124,0.7540628573550325,Normal Nucleoli,Synthpop
125,0.17307157251772842,Mitoses,Synthpop
126,1.219154396085224,Clump Thickness,Original
127,1.9247723260007812,Uniformity of Cell Size,Original
128,1.8747524061320833,Uniformity of Cell Shape,Original
129,0.8975322167797098,Marginal Adhesion,Original
130,0.85205721736522,Single Epithelial Cell Size,Original
131,1.8424273580420363,Bare Nuclei,Original
132,1.3435485476935216,Bland Chromatin,Original
133,0.9502056656995715,Normal Nucleoli,Original
134,0.17732653901707152,Mitoses,Original
135,0.4486591090405448,Clump Thickness,Synthpop
136,1.8977383485380208,Uniformity of Cell Size,Synthpop
137,1.6216402747144154,Uniformity of Cell Shape,Synthpop
138,0.9565186281474298,Marginal Adhesion,Synthpop
139,0.8611334670290259,Single Epithelial Cell Size,Synthpop
140,1.9989509141774848,Bare Nuclei,Synthpop
141,1.169992391051009,Bland Chromatin,Synthpop
142,0.7476633164942144,Normal Nucleoli,Synthpop
143,0.20214143650818384,Mitoses,Synthpop
144,1.0402505590038322,Clump Thickness,Original
145,1.716687050878031,Uniformity of Cell Size,Original
146,1.839511927065627,Uniformity of Cell Shape,Original
147,0.7745229829410232,Marginal Adhesion,Original
148,0.7655415078440287,Single Epithelial Cell Size,Original
149,1.9292146518882989,Bare Nuclei,Original
150,1.1449562451950097,Bland Chromatin,Original
151,0.8420095962587,Normal Nucleoli,Original
152,0.16902773061595483,Mitoses,Original
153,0.4425608258630387,Clump Thickness,Synthpop
154,1.6975583715182192,Uniformity of Cell Size,Synthpop
155,1.5115682761635478,Uniformity of Cell Shape,Synthpop
156,0.8810532356233938,Marginal Adhesion,Synthpop
157,0.8450941704929108,Single Epithelial Cell Size,Synthpop
158,1.7501687522780052,Bare Nuclei,Synthpop
159,1.0754016983585577,Bland Chromatin,Synthpop
160,0.807784220978454,Normal Nucleoli,Synthpop
161,0.15437215285812134,Mitoses,Synthpop
162,1.1003999624353902,Clump Thickness,Original
163,1.8760146309831227,Uniformity of Cell Size,Original
164,1.8700256656227565,Uniformity of Cell Shape,Original
165,0.8783440467159237,Marginal Adhesion,Original
166,0.8390587813613459,Single Epithelial Cell Size,Original
167,2.1118215699274527,Bare Nuclei,Original
168,1.1644907816154464,Bland Chromatin,Original
169,0.9005067020890342,Normal Nucleoli,Original
170,0.18345319503844973,Mitoses,Original
171,0.39239572026561237,Clump Thickness,Synthpop
172,1.5196135886148194,Uniformity of Cell Size,Synthpop
173,1.2380205761262721,Uniformity of Cell Shape,Synthpop
174,0.8384021828595026,Marginal Adhesion,Synthpop
175,0.8320141424869282,Single Epithelial Cell Size,Synthpop
176,1.7719311541540443,Bare Nuclei,Synthpop
177,1.0177739205532612,Bland Chromatin,Synthpop
178,0.7098751123109339,Normal Nucleoli,Synthpop
179,0.16141594968175385,Mitoses,Synthpop
180,1.0461585839814302,Clump Thickness,Original
181,1.949391990688344,Uniformity of Cell Size,Original
182,1.9928887105964777,Uniformity of Cell Shape,Original
183,0.8153886305296991,Marginal Adhesion,Original
184,0.8523663929411667,Single Epithelial Cell Size,Original
185,1.652390299496368,Bare Nuclei,Original
186,1.1982704485736209,Bland Chromatin,Original
187,0.9275415057009813,Normal Nucleoli,Original
188,0.21064223081410735,Mitoses,Original
189,0.4247609792097739,Clump Thickness,Synthpop
190,1.7116861912440693,Uniformity of Cell Size,Synthpop
191,1.4778377158067746,Uniformity of Cell Shape,Synthpop
192,0.7538033612912558,Marginal Adhesion,Synthpop
193,0.8536755698812177,Single Epithelial Cell Size,Synthpop
194,1.7803908961453918,Bare Nuclei,Synthpop
195,1.2258650403200522,Bland Chromatin,Synthpop
196,0.8010409246404915,Normal Nucleoli,Synthpop
197,0.1693531729757645,Mitoses,Synthpop
198,0.9916888946687222,Clump Thickness,Original
199,1.7818878606617383,Uniformity of Cell Size,Original
200,1.9204353903698526,Uniformity of Cell Shape,Original
201,0.8331775198616646,Marginal Adhesion,Original
202,0.9164792342075209,Single Epithelial Cell Size,Original
203,2.0055379990225726,Bare Nuclei,Original
204,1.3428908727032378,Bland Chromatin,Original
205,1.029336072920116,Normal Nucleoli,Original
206,0.18957786812896193,Mitoses,Original
207,0.42814409820985144,Clump Thickness,Synthpop
208,1.6315485386002766,Uniformity of Cell Size,Synthpop
209,1.532411746783851,Uniformity of Cell Shape,Synthpop
210,0.7884162934310642,Marginal Adhesion,Synthpop
211,0.8404963740821607,Single Epithelial Cell Size,Synthpop
212,1.7720520516364466,Bare Nuclei,Synthpop
213,1.065246891357351,Bland Chromatin,Synthpop
214,0.7000843011746843,Normal Nucleoli,Synthpop
215,0.16081217930118175,Mitoses,Synthpop
216,1.0409680735036368,Clump Thickness,Original
217,1.8467051728560595,Uniformity of Cell Size,Original
218,1.8987186812334693,Uniformity of Cell Shape,Original
219,1.01132507769534,Marginal Adhesion,Original
220,0.954660187756635,Single Epithelial Cell Size,Original
221,2.0608444861530897,Bare Nuclei,Original
222,1.2545486614994568,Bland Chromatin,Original
223,0.9454708353656696,Normal Nucleoli,Original
224,0.20966615405605227,Mitoses,Original
225,0.4821665317987241,Clump Thickness,Synthpop
226,1.7845401831071284,Uniformity of Cell Size,Synthpop
227,1.435702306586016,Uniformity of Cell Shape,Synthpop
228,0.8618379258135279,Marginal Adhesion,Synthpop
229,0.8948625550164598,Single Epithelial Cell Size,Synthpop
230,1.9583553274734058,Bare Nuclei,Synthpop
231,1.153789263629044,Bland Chromatin,Synthpop
232,0.8001798428618737,Normal Nucleoli,Synthpop
233,0.14785883129030067,Mitoses,Synthpop
234,1.0433367210512006,Clump Thickness,Original
235,1.9066166351975424,Uniformity of Cell Size,Original
236,2.0820820206372512,Uniformity of Cell Shape,Original
237,0.9089393449700632,Marginal Adhesion,Original
238,0.8152385014551516,Single Epithelial Cell Size,Original
239,2.0528312533212394,Bare Nuclei,Original
240,1.127003715688819,Bland Chromatin,Original
241,0.8742880441279905,Normal Nucleoli,Original
242,0.18316110520267886,Mitoses,Original
243,0.4160295534767708,Clump Thickness,Synthpop
244,1.6981708699496851,Uniformity of Cell Size,Synthpop
245,1.5089891318037643,Uniformity of Cell Shape,Synthpop
246,0.8505980672735377,Marginal Adhesion,Synthpop
247,0.7841304698024717,Single Epithelial Cell Size,Synthpop
248,1.9760126512367553,Bare Nuclei,Synthpop
249,0.9965321978189993,Bland Chromatin,Synthpop
250,0.6933591138668279,Normal Nucleoli,Synthpop
251,0.15795738595102965,Mitoses,Synthpop
252,1.0942785886858706,Clump Thickness,Original
253,2.006347987570545,Uniformity of Cell Size,Original
254,1.942235501332675,Uniformity of Cell Shape,Original
255,0.9699104243463235,Marginal Adhesion,Original
256,0.8155878912385195,Single Epithelial Cell Size,Original
257,2.2213749515433356,Bare Nuclei,Original
258,1.3595326533056595,Bland Chromatin,Original
259,0.8119288717773239,Normal Nucleoli,Original
